,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date.1,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,month,Tender ID.1,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
261,2020_UPIDC_426781_4,03/EE/Matatila/2019-20,Repairing of rock toe boulder pitching,Repairing of rock toe boulder pitching at D/S right afflux bund of Matatila Dam between Chainage 1400.00 M. to 1898.00.00 M,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Jan-2020 10:00 AM,,NA ,90.0,No ,No,Online,06-Feb-2020 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi","Matatila, Lalitpur",284136.0,2.0,"5,97,000",M/S PRADEEP KUMAR SHUKLA,"310,029.67",Rejected-AOC,25-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 1, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'repairing': 2},2020_02,,NA,NA,Lalitpur,Lalitpur,,,,,,
262,2020_UPIDC_426781_5,03/EE/Matatila/2019-20,Repairing of rock toe boulder pitching,Repairing of rock toe boulder pitching at D/S Left afflux bund of Matatila Dam between Chainage 0.00 M. to 3660.00.00 M,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Jan-2020 10:00 AM,,NA ,90.0,No ,No,Online,06-Feb-2020 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi","Matatila, Lalitpur",284136.0,2.0,"29,98,000",BHUPENDRA KUMAR,"1,648,502.04",Accepted-AOC,25-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 1, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'repairing': 2},2020_02,,NA,NA,Lalitpur,Lalitpur,,,,,,
263,2020_UPIDC_426781_7,03/EE/Matatila/2019-20,repairing of L-Drain and X-Drain,repairing of L-Drain and X-Drain at D/S left afflux bund of Matatila Dam between Chainage 0.00 M. to 3660.00 M,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Jan-2020 10:00 AM,,NA ,90.0,No ,No,Online,06-Feb-2020 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi","Matatila, Lalitpur",284136.0,2.0,"12,59,000",M/S PRADEEP KUMAR SHUKLA,"697,908.55",Rejected-AOC,25-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 4, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 1, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'repairing': 2, 'Drain': 4}",2020_02,,NA,NA,Lalitpur,Lalitpur,,,,,,
372,2020_UPIDC_426781_9,03/EE/Matatila/2019-20,Repairing of U/S boulder pitching,Repairing of U/S boulder pitching between level 301.14 M to 308.46 M and Drain chute no.1 to 22 at right afflux bund of Matatila Dam,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,08-Feb-2020 09:00 AM,,NA ,90.0,No ,No,Online,17-Feb-2020 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi","Matatila, Lalitpur",284136.0,2.0,"30,50,000",M/S PRADEEP KUMAR SHUKLA,"1,990,141.2",Accepted-AOC,07-Mar-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 1, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'repairing': 2, 'Drain': 1}",2020_03,,NA,NA,Lalitpur,Lalitpur,,,,,,
18,2019_CEUCZ_402510_1,4507/e-tender/2019 dated 04.11.2019,Painting Work at Lohiyapath (L Shape Bridge),Painting Work at Lohiyapath (L Shape Bridge),Works,Open Tender,Fixed-rate,Civil Works - Roads,No,No,NA ,11-Nov-2019 06:55 PM,,15-Nov-2019 12:00 PM ,90.0,No ,No,Online,10-Dec-2019 12:30 PM,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",LUCKNOW,226001.0,2.0,"2,83,000",Narayan Construction,"201,533.98",Rejected-Finance,23-Jan-2020,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 2, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Bridge': 2},2020_01,,NA,NA,Lucknow,Lucknow,,,,,,
19,2019_CEUCZ_402770_1,4507/e-tender/2019 dated 04.11.2019,Road Signage Work at Lohiyapath (L Shape Bridge),Road Signage Work at Lohiyapath (L Shape Bridge),Works,Open Tender,Fixed-rate,Civil Works - Others,No,No,NA ,13-Nov-2019 09:00 AM,,15-Nov-2019 12:00 PM ,90.0,No ,No,Online,10-Dec-2019 12:30 PM,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",LUCKNOW,226001.0,2.0,"2,38,000",M/S NAVYA ENTERPRISES,"186,072.85",Accepted-AOC,23-Jan-2020,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 2, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Bridge': 2},2020_01,,NA,NA,Lucknow,Lucknow,,,,,,
21,2019_CEUCZ_406706_1,4647/e-tender/2019 dated 15/11/2019,Road Restoration Work at Lucknow - Kanpur Road to Hardoi Road and Hardoi Road to Sitapur Road (Ring Road) in Km. 7 and 8,Road Restoration Work at Lucknow - Kanpur Road to Hardoi Road and Hardoi Road to Sitapur Road (Ring Road) in Km. 7 and 8,Works,Open Tender,Fixed-rate,Civil Works - Roads,No,No,NA ,22-Nov-2019 06:00 PM,,25-Nov-2019 12:00 PM ,60.0,No ,No,Online,02-Dec-2019 12:30 PM,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",LUCKNOW,226001.0,2.0,"22,23,000",RAGHUNATH CONSTRUCTION,"1,422,899.45",Rejected-Finance,31-Jan-2020,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_01,,NA,Lucknow,Lucknow,Lucknow,,,,,,
22,2019_CEUCZ_406750_1,4647/e-tender/2019 dated 15/11/2019,Road Restoration Work at Lucknow - Kanpur Road,Road Restoration Work at Lucknow - Kanpur Road.,Works,Open Tender,Fixed-rate,Civil Works - Roads,No,No,NA ,22-Nov-2019 06:00 PM,,25-Nov-2019 12:00 PM ,60.0,No ,No,Online,02-Dec-2019 12:30 PM,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",LUCKNOW,226001.0,2.0,"18,91,000",RAGHUNATH CONSTRUCTION,"1,228,976.86",Rejected-Finance,25-Jan-2020,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_01,,NA,Lucknow,Lucknow,Lucknow,,,,,,
49,2019_PWDBL_393412_4,1949/E-Tender/2019 Dt-30/09/2019,"Honeble High Court Lucknow ke judje compound river bank colony stith Gust House awas sankhya B-1, B-2, C-1, C-2 me marmmat sambandhi vibhinn marmmati karya.","Honeble High Court Lucknow ke judje compound river bank colony stith Gust House awas sankhya B-1, B-2, C-1, C-2 me marmmat sambandhi vibhinn marmmati karya.",Works,Open Tender,Percentage,Repair and Maintenance Works,No,No,NA ,21-Oct-2025 06:31 PM,,NA ,90.0,No ,No,Online,30-Oct-2019 12:30 PM,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Temp Maintenance Division 3 (Civil) PWD Lucknow,Judje compound river bank colony,226001.0,1.0,"9,65,000",M/S K.K.CONSTRUCTION,"851,446",Accepted-AOC,21-Jan-2020,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Temp Maintenance Division 3 (Civil) PWD Lucknow,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 2, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Others,,2020_01,,NA,Lucknow,NA,Lucknow,,,,,,
113,2019_CEUCZ_406063_1,4625/e-tender/2018 dated 14.11.2019,Road Restoration Work at Lucknow-Faizabad Road (By Departmental Plant),Road Restoration Work at Lucknow-Faizabad Road (By Departmental Plant),Works,Open Tender,Fixed-rate,Civil Works - Roads,No,No,NA ,21-Nov-2019 12:00 PM,,25-Nov-2019 12:00 PM ,90.0,No ,No,Online,05-Dec-2019 12:30 PM,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",LUCKNOW,226001.0,2.0,"7,41,000",RAGHUNATH CONSTRUCTION,"452,366.63",Rejected-Finance,19-Feb-2020,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_02,,NA,Lucknow,Lucknow,Lucknow,,,,,,
114,2019_CEUCZ_406066_1,4625/e-tender/2018 dated 14.11.2019,Road Restoration Work at Lucknow-Faizabad Road to Shakti Nagar Dhal Road in Km. 1,Road Restoration Work at Lucknow-Faizabad Road to Shakti Nagar Dhal Road in Km. 1,Works,Open Tender,Fixed-rate,Civil Works - Roads,No,No,NA ,21-Nov-2019 12:00 PM,,25-Nov-2019 12:00 PM ,90.0,No ,No,Online,05-Dec-2019 12:30 PM,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",LUCKNOW,226001.0,2.0,"5,20,000",M/S SHAKTI TRADERS,"317,205.77",Rejected-Finance,28-Feb-2020,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_02,,NA,Lucknow,Lucknow,Lucknow,,,,,,
116,2019_CEUCZ_406744_1,4647/e-tender/2019 dated 15/11/2019,"Road Restoration Work at Lucknow - Kanpur Road (Chitwapur Police Chowki to Allahabad Bank, Burlington Chauraha)","Road Restoration Work at Lucknow - Kanpur Road (Chitwapur Police Chowki to Allahabad Bank, Burlington Chauraha)",Works,Open Tender,Fixed-rate,Civil Works - Roads,No,No,NA ,22-Nov-2019 06:00 PM,,25-Nov-2019 12:00 PM ,60.0,No ,No,Online,02-Dec-2019 12:30 PM,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",LUCKNOW,226001.0,2.0,"16,20,000",M/S SHAKTI TRADERS,"1,112,830.11",Rejected-Finance,07-Feb-2020,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_02,,NA,Lucknow,Lucknow,Lucknow,,,,,,
338,2020_CEUCZ_418833_1,3866/E-TENDER/2019-20 DT. 26-12-2019,Restoration of Indira Nagar Takarohi Rasulpur Sadhat Road.,Restoration of Indira Nagar Takarohi Rasulpur Sadhat Road.,Services,Open Tender,Percentage,Repair and Maintenance Services,No,No,NA ,02-Jan-2020 09:00 AM,,03-Jan-2020 12:00 PM ,90.0,No ,No,Online,14-Jan-2020 12:30 PM,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Construction Division-1, Lucknow",LUCKNOW,226001.0,2.0,"35,00,000",M/S S.K. TRADERS,"2,817,109.37",Rejected-Finance,22-Feb-2020,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Construction Division-1, Lucknow",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'restoration': 2},2020_03,,NA,NA,Lucknow,Lucknow,'RASULPUR',GOSAIGANJ,,Rasulpur,,GOSAIGANJ
69,2019_UPCDS_408281_1,1453/m-14/35 dT 27.11.2019,"Construction of RCC DRAIN AT DHOLI PYAU, MATHURA","Construction of RCC Drain from DTDC Office (Opp. B.S.A. Office) to existing Drain near Temple in Dholi Pyau, Mathura",Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,28-Nov-2019 09:00 AM,,NA ,120.0,No ,No,Offline,17-Dec-2019 12:30 PM,Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-17 Mathura,DHOLI PYAU MATHURA,281001.0,2.0,"85,26,629",M.G. CONSTRUCTION,58.38,Rejected-Technical,23-Jan-2020,Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-17 Mathura,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 3, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 3}",2020_01,,NA,Mathura,Mathura,Mathura,,MATHURA,Mathura,MADAURA,MATHURA,MATHURA
